ComunidadAutonoma,Provincia,NombreAyuntamiento,WebAyuntamiento,SedeElectronica,HttpStatus
Andalucía,Granada,Ayuntamiento de Almuñecar,http://www.almunecar.info,,0
Andalucía,Granada,Ayuntamiento de Armilla,http://www.armilladigital.com,,0
Andalucía,Granada,Ayuntamiento de Beas de Guadix,http://www.beasdeguadix.org,,0
Andalucía,Granada,Ayuntamiento de Benalua de Las Villas,http://www.benaluadelasvillas.es,,403
Andalucía,Granada,Ayuntamiento de Benamaurel,http://www.benamaurel.com,,0
Andalucía,Granada,Ayuntamiento de Berchules,http://www.ayuntamientodeberchules.com,,0
Andalucía,Granada,Ayuntamiento de Cajar,http://www.cajar.es,,0
Andalucía,Granada,Ayuntamiento de Capileira,http://www.capileira.es,,0
Andalucía,Granada,Ayuntamiento de Castril,http://www.ayuntamientodecastril.es,,500
Andalucía,Granada,Ayuntamiento de Chauchina,http://www.chauchina.es,,403
Andalucía,Granada,Ayuntamiento de Cijuela,http://www.ayuntamientocijuela.es,,403
Andalucía,Granada,Ayuntamiento de Cogollos Vega,http://www.aytocogollosvega.es,,0
Andalucía,Granada,Ayuntamiento de Escuzar,http://www.escuzar.com,,0
Andalucía,Granada,Ayuntamiento de Güevéjar,http://ayuntamientoguevejar.com,https://guevejar.sedelectronica.es,406
Andalucía,Granada,Ayuntamiento de Huescar,http://www.aytohuescar.com,,0
Andalucía,Granada,Ayuntamiento de Huétor de Santillán,https://www.huetorsantillan.es,https://huetordesantillan.sedelectronica.es,0
Andalucía,Granada,Ayuntamiento de Huetor Vega,http://www.huetorvega.com,,406
Andalucía,Granada,Ayuntamiento de Játar,http://www.villadejatar.es,https://sedejatar.dipgra.es/opencms/opencms/sede,0
Andalucía,Granada,Ayuntamiento de Lachar,http://www.ayuntamientodelachar.es,,0
Andalucía,Granada,Ayuntamiento de Maracena,http://www.maracena.es,,403
Andalucía,Granada,Ayuntamiento de Moclin,http://www.ayuntamientodemoclin.com,,403
Andalucía,Granada,Ayuntamiento de Monachil,http://www.monachil.es,,0
Andalucía,Granada,Ayuntamiento de Montejicar,http://www.montejicar.org/,,0
Andalucía,Granada,Ayuntamiento de Motril,http://www.motril.es/index.php?id=1,https://sede.motril.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME,0
Andalucía,Granada,Ayuntamiento de Orgiva,http://www.aytoorgiva.org,,0
Andalucía,Granada,Ayuntamiento de Salar,http://www.salar.com,,0
Andalucía,Granada,Ayuntamiento de Trevelez,http://www.trevelez.es,,403
Andalucía,Granada,Ayuntamiento de Valderrubio,http://www.ayuntamientovalderrubio.es/,https://ayuntamientodevalderrubio.sedelectronica.es/,0
Andalucía,Granada,Ayuntamiento de Velez de Benaudalla,http://www.velezdebenaudalla.org,,0
Andalucía,Granada,Ayuntamiento de Villanueva Mesia,http://www.villanuevamesia.es,,403
Andalucía,Granada,Ayuntamiento de Lugros,http://www.lugros.net/,,0
Andalucía,Granada,Ayuntamiento de La Malaha,http://www.lamalaha.es,,0
Andalucía,Granada,Ayuntamiento de La Peza,http://www.lapeza.org,,0
Andalucía,Granada,Ayuntamiento de Quentar,http://www.quentar.es,,403
Andalucía,Granada,Ayuntamiento de Torre Cardela,http://www.torre-cardela.es,,403
Andalucía,Granada,Ayuntamiento de Villamena,http://www.villamena.es,,0
Andalucía,Granada,Ayuntamiento de Zafarraya,http://www.zafarraya.es,,403
Andalucía,Granada,Ayuntamiento de Jérez del Marquesado,http://www.marquesadozenete.es,https://jerezdelmarquesado.sedelectronica.es,406
Andalucía,Granada,Ayuntamiento de Torrenueva Costa,http://www.torrenuevagranada.es,https://sedetorrenueva.dipgra.es/opencms/opencms/sede,0
Andalucía,Huelva,Ayuntamiento de Aljaraque,http://www.ayto-aljaraque.es,https://oficinavirtual.ayto-aljaraque.es/portal/entidades.do?error=-1&ent_id=1&idioma=1,0
Andalucía,Huelva,Ayuntamiento de El Almendro,http://www.ayto-elalmendro.es,,0
Andalucía,Huelva,Ayuntamiento de Almonaster La Real,http://www.almonasterlareal.es,,0
Andalucía,Huelva,Ayuntamiento de Alosno,http://www.alosno.es/es/,https://alosno.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Aracena,http://www.aracena.es,,0
Andalucía,Huelva,Ayuntamiento de Arroyomolinos de León,http://www.arroyomolinosdeleon.es/es/,,0
Andalucía,Huelva,Ayuntamiento de Beas,http://www.aytobeas.es/es/,https://beas.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Bonares,http://www.bonares.es/es/,https://sede.bonares.es/opencms/opencms/sede,0
Andalucía,Huelva,Ayuntamiento de Calañas,http://www.calanas.es/es/,https://calanas.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Campofrío,www.villadecampofrio.es,,0
Andalucía,Huelva,Ayuntamiento de Cartaya,https://www.ayto-cartaya.es,,403
Andalucía,Huelva,Ayuntamiento de El Cerro de Andévalo,http://www.elcerrodeandevalo.net,,400
Andalucía,Huelva,Ayuntamiento de Chucena,http://www.chucena.es,,0
Andalucía,Huelva,Ayuntamiento de Corteconcepción,www.corteconcepcion.es,,0
Andalucía,Huelva,Ayuntamiento de Cortegana,http://www.cortegana.es/es/,https://cortegana.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Cumbres de Enmedio,http://www.cumbresdeenmedio.org/,,403
Andalucía,Huelva,Ayuntamiento de Cumbres Mayores,http://www.cumbresmayores.es/,http://cumbresmayores.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Encinasola,http://www.encinasola.es/es/,https://sede.encinasola.es/opencms/opencms/sede,0
Andalucía,Huelva,Ayuntamiento de Escacena del Campo,http://www.escacenadelcampo.es,,0
Andalucía,Huelva,Ayuntamiento de Galaroza,http://www.galaroza.org,,0
Andalucía,Huelva,Ayuntamiento de El Granado,http://www.elgranado.es,,0
Andalucía,Huelva,Ayuntamiento de Higuera de La Sierra,http://www.higueradelasierra.org,,0
Andalucía,Huelva,Ayuntamiento de Hinojales,http://www.hinojales.org,,503
Andalucía,Huelva,Ayuntamiento de Hinojos,http://www.hinojos.es,,0
Andalucía,Huelva,Ayuntamiento de Isla Cristina,http://www.islacristina.es,,403
Andalucía,Huelva,Ayuntamiento de Manzanilla,http://www.ayuntamientodemanzanilla.es,,0
Andalucía,Huelva,Ayuntamiento de Los Marines,http://www.losmarines.es/es/,,0
Andalucía,Huelva,Ayuntamiento de Minas de Riotinto,http://www.aytoriotinto.es,,0
Andalucía,Huelva,Ayuntamiento de Nerva,http://www.nerva.es/,,0
Andalucía,Huelva,Ayuntamiento de Niebla,http://www.niebla.es/es/,https://sede.niebla.es/opencms/opencms/sede,0
Andalucía,Huelva,Ayuntamiento de La Palma del Condado,http://www.lapalmadelcondado.org,https://lapalmadelcondado.sedelectronica.es,403
Andalucía,Huelva,Ayuntamiento de Paterna del Campo,http://www.paternadelcampo.es,https://paternadelcampo.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Paymogo,http://www.paymogo.org,,0
Andalucía,Huelva,Ayuntamiento de Rociana del Condado,http://www.rocianadelcondado.es/es/,https://sede.rocianadelcondado.es/opencms/opencms/sede,0
Andalucía,Huelva,Ayuntamiento de San Bartolomé de La Torre,http://www.sanbartolomedelatorre.es,,0
Andalucía,Huelva,Ayuntamiento de San Silvestre de Guzmán,http://www.sansilvestredeguzman.es,,0
Andalucía,Huelva,Ayuntamiento de Sanlúcar de Guadiana,http://www.sanlucardeguadiana.es,,0
Andalucía,Huelva,Ayuntamiento de Santa Bárbara de Casa,http://www.santabarbaradecasa.es,,0
Andalucía,Huelva,Ayuntamiento de Santa Olalla del Cala,http://www.santaolalladelcala.org,,0
Andalucía,Huelva,Ayuntamiento de Villablanca,http://www.villablanca.es,,0
Andalucía,Huelva,Ayuntamiento de Villalba del Alcor,http://www.villalbadelalcor.es,,0
Andalucía,Huelva,Ayuntamiento de Villanueva de Las Cruces,http://www.villanuevadelascruces.es/es/,,0
Andalucía,Huelva,Ayuntamiento de Villarrasa,http://www.villarrasa.es,,0
Andalucía,Huelva,Ayuntamiento de Zalamea La Real,http://www.zalamealareal.es/,,0
Andalucía,Huelva,Ayuntamiento de Zufre,http://www.zufre.es/es/,https://ayuntamientodezufre.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Alájar,http://www.alajar.es/es/,https://sede.alajar.es/opencms/opencms/sede,0
Andalucía,Huelva,Ayuntamiento de Cabezas Rubias,http://www.cabezasrubias.com,,0
Andalucía,Huelva,Ayuntamiento de Cañaveral de León,http://www.aytocanaveraldeleon.com,,0
Andalucía,Huelva,Ayuntamiento de Cortelazor,http://www.cortelazor.es,,0
Andalucía,Huelva,Ayuntamiento de Fuenteheridos,http://www.fuenteheridos.org,,403
Andalucía,Huelva,Ayuntamiento de Moguer,http://www.aytomoguer.es/es/,https://sedeaytomoguer.es/portal/entidades.do?error=-1&ent_id=1&idioma=1,0
Andalucía,Huelva,Ayuntamiento de La Nava,http://www.ayuntamientolanava.es,,0
Andalucía,Huelva,Ayuntamiento de Puerto Moral,http://www.puertomoral.org,,0
Andalucía,Huelva,Ayuntamiento de Punta Umbría,http://www.puntaumbria.es,https://umbria.sedelectronica.es,0
Andalucía,Huelva,Ayuntamiento de Santa Ana La Real,http://www.santaanalareal.es,,0
Andalucía,Huelva,Ayuntamiento de Valdelarco,http://www.valdelarco.es/es/,,0
Andalucía,Huelva,Ayuntamiento de Villanueva de Los Castillejos,http://www.villanuevadeloscastillejos.es,,0
Andalucía,Jaén,Ayuntamiento de Alcalá La Real,https://alcalalareal.es,https://alcalalareal.sedelectronica.es,0
Andalucía,Jaén,Ayuntamiento de Arjona,http://www.arjona.es,,0
Andalucía,Jaén,Ayuntamiento de Benatae,http://www.benatae.es,https://pst.benatae.es/opencms/opencms/sede,0
Andalucía,Jaén,Ayuntamiento de Canena,https://canena.es,https://pst.canena.es/opencms/opencms/sede,403
Andalucía,Jaén,Ayuntamiento de La Carolina,https://lacarolina.innovasur.es/,https://lacarolina.sedelectronica.es,500
Andalucía,Jaén,Ayuntamiento de Cazalilla,http://www.ayto-cazalilla.com/,,0
Andalucía,Jaén,Ayuntamiento de Ibros,http://www.ibros.es,,403
Andalucía,Jaén,Ayuntamiento de Jaén,http://www.aytojaen.es/portal/p_1_principal1.jsp?codResi=1,https://sede.aytojaen.es/portal/sede/se_principal1.jsp?codResi=1,404
Andalucía,Jaén,Ayuntamiento de Noalejo,http://www.ayuntamientodenoalejo.com,,0
Andalucía,Jaén,Ayuntamiento de Rus,http://www.rus.es,,403
Andalucía,Jaén,Ayuntamiento de Siles,https://siles.es,https://siles.sedelectronica.es,0
Andalucía,Jaén,Ayuntamiento de Torredelcampo,http://www.torredelcampo.es,https://pst.torredelcampo.es/opencms/opencms/sede/index.html,0
Andalucía,Jaén,Ayuntamiento de Vilches,http://www.vilches.com,,0
Andalucía,Málaga,Ayuntamiento de Alhaurín El Grande,http://www.alhaurinelgrande.net/,,403
Andalucía,Málaga,Ayuntamiento de Antequera,http://www.antequera.es/,,500
Andalucía,Málaga,Ayuntamiento de Cañete La Real,http://www.canetelareal.es,,0
Andalucía,Málaga,Ayuntamiento de Canillas de Albaida,https://www.canillasdealbaida.es,https://canillasdealbaida.sedelectronica.es,0
Andalucía,Málaga,Ayuntamiento de Estepona,http://www.estepona.es,,0
Andalucía,Málaga,Ayuntamiento de Frigiliana,http://www.frigiliana.es,,0
Andalucía,Málaga,Ayuntamiento de Macharaviaya,http://www.macharaviaya.es,,0
Andalucía,Málaga,Ayuntamiento de Marbella,https://www.marbella.es,https://sede.malaga.es/marbella/,0
Andalucía,Málaga,Ayuntamiento de Mijas,https://www.mijas.es/portal/,https://sede.mijas.es/portal/sede/se_principal1.jsp?codResi=1&language=es,0
Andalucía,Málaga,Ayuntamiento de Pizarra,https://www.pizarra.es,https://pizarra.sedelectronica.es,0
Andalucía,Málaga,Ayuntamiento de Rincón de La Victoria,http://www.rincondelavictoria.es,,403
Andalucía,Málaga,Ayuntamiento de Villanueva de Tapia,http://www.villanuevadetapia.org,,0
Andalucía,Málaga,Ayuntamiento de Villanueva del Trabuco,http://www.villanuevadeltrabuco.com,,404
Andalucía,Málaga,Ayuntamiento de Yunquera,http://www.ayto-yunquera.es,,0
Andalucía,Málaga,Ayuntamiento de Torremolinos,http://www.torremolinos.es,,403
Andalucía,Sevilla,Ayuntamiento de Aznalcázar,http://www.ayuntamientodeaznalcazar.org,,0
Andalucía,Sevilla,Ayuntamiento de Cañada Rosal,http://www.canada-rosal.org,,0
Andalucía,Sevilla,Ayuntamiento de Los Molares,http://www.losmolares.com,,404
Andalucía,Sevilla,Ayuntamiento de Peñaflor,http://www.penaflor.org,,0
Andalucía,Sevilla,Ayuntamiento de La Rinconada,http://www.larinconada.es,,403
Andalucía,Sevilla,Ayuntamiento de Salteras,http://www.salteras.es,,0
Andalucía,Sevilla,Ayuntamiento de Lora del Río,http://www.loradelrio.es,,0
Aragón,Huesca,Ayuntamiento de Angüés,http://www.araguesdelpuerto.es ,,0
Aragón,Huesca,Ayuntamiento de Bierge,http://www.bierge.es/,,0
Aragón,Huesca,Ayuntamiento de Castejón del Puente,http://www.castejondelpuente.com,,0
Aragón,Huesca,Ayuntamiento de Huesca,https://www.huesca.es/inicio,https://sedeelectronica.huesca.es/GDCarpetaCiudadano/welcome.do,403
Aragón,Huesca,Ayuntamiento de Jaca,https://www.jaca.es,https://jaca.sedelectronica.es,0
Aragón,Huesca,Ayuntamiento de Laperdiguera,http://www.lapergiguera.es,,0
Aragón,Huesca,Ayuntamiento de Sallent de Gállego,http://www.sallent.info,,404
Aragón,Huesca,Ayuntamiento de Secastilla,http://www.secastilla.com,,0
Aragón,Huesca,Ayuntamiento de Castillazuelo,http://www.castillazuelo.com,,0
Aragón,Huesca,Ayuntamiento de Laspuña,http://www.laspuna.com,,0
Aragón,Huesca,Ayuntamiento de Torres de Alcanadre,http://www.torresalcanadre.es,,0
Aragón,Teruel,Ayuntamiento de Alcañiz,https://www.alcaniz.es,https://sede.alcaniz.es,0
Aragón,Teruel,Ayuntamiento de Argente,http://www.argente.es,,0
Aragón,Teruel,Ayuntamiento de Ariño,http://arino.deteruel.es,,0
Aragón,Teruel,Ayuntamiento de Berge,http://www.berge.es,,0
Aragón,Teruel,Ayuntamiento de Bronchales,https://bronchales.es,https://bronchales.sedelectronica.es,403
Aragón,Teruel,Ayuntamiento de Calaceite,http://calaceite.deteruel.es,,0
Aragón,Teruel,Ayuntamiento de La Cañada de Verich,http://www.la-canada-de-verich.es,,0
Aragón,Teruel,Ayuntamiento de Cella,https://cella.es,https://cella.sedelectronica.es,0
Aragón,Teruel,Ayuntamiento de Crivillen,http://www.ayto-crivillen.es,,403
Aragón,Teruel,Ayuntamiento de Fuentes Claras,http://www.fuentesclaras.es,,503
Aragón,Teruel,Ayuntamiento de Gea de Albarracín,http://www.geadealbarracin.es,,0
Aragón,Teruel,Ayuntamiento de Hijar,http://www.hijar.com,,0
Aragón,Teruel,Ayuntamiento de Orrios,http://www.orrios.es,,0
Aragón,Teruel,Ayuntamiento de La Puebla de Valverde,http://lapuebladevalverde.deteruel.es/,,0
Aragón,Teruel,Ayuntamiento de Puertomingalvo,https://www.puertomingalvo.com,https://puertomingalvo.sedelectronica.es,403
Aragón,Teruel,Ayuntamiento de Rillo,http://www.rillo.es,,0
Aragón,Teruel,Ayuntamiento de Royuela,http://www.royuela.es,,403
Aragón,Teruel,Ayuntamiento de San Martín del Río,http://sanmartindelrio.migueb.com,,0
Aragón,Teruel,Ayuntamiento de Santa Eulalia del Campo,http://www.santaeulaliadelcampo.com,,0
Aragón,Teruel,Ayuntamiento de Sarrión,http://www.sarrion.es,,403
Aragón,Teruel,Ayuntamiento de Urrea de Gaén,http://www.urreadegaen.es,,0
Aragón,Teruel,Ayuntamiento de Valdeltormo,http://valdeltormo.com,,0
Aragón,Teruel,Ayuntamiento de Bordón,http://www.bordon-teruel.tk/,https://www.dpteruel.es/DPTweb/,203
Aragón,Teruel,Ayuntamiento de Cascante del Río,http://www.cascantedelrio.es,,0
Aragón,Teruel,Ayuntamiento de La Ginebrosa,http://www.laginebrosa.es,,0
Aragón,Teruel,Ayuntamiento de Mezquita de Jarque,http://www.mezquitadejarque.es,,0
Aragón,Teruel,Ayuntamiento de El Pobo de La Sierra,http://www.elpobo.es,,0
Aragón,Teruel,Ayuntamiento de Torrelacarcel,http://www.torrelacarcel.es,,0
Aragón,Zaragoza,Ayuntamiento de Abanto,http://www.abanto.es,,0
Aragón,Zaragoza,Ayuntamiento de Alcalá de Ebro,https://www.alcaladeebro.es,https://alcaladeebro.sedelectronica.es,403
Aragón,Zaragoza,Ayuntamiento de Aldehuela de Liestos,http://www.aldehueladeliestos.es,,0
Aragón,Zaragoza,Ayuntamiento de La Almolda,http://www.laalmolda.com,,403
Aragón,Zaragoza,Ayuntamiento de Artieda,http://www.jaca.com/artieda,,403
Aragón,Zaragoza,Ayuntamiento de Azuara,http://www.azuara.8m.com,,0
Aragón,Zaragoza,Ayuntamiento de Berdejo,http://www.berdejo.es/,,0
Aragón,Zaragoza,Ayuntamiento de Boquiñeni,https://www.boquineni.org,https://boquineni.sedelectronica.es,0
Aragón,Zaragoza,Ayuntamiento de Borja,http://www.borja.es,,406
Aragón,Zaragoza,Ayuntamiento de Brea de Aragón,http://www.dpz.es/municipios/fichamuni.asp?LocId=57,,0
Aragón,Zaragoza,Ayuntamiento de Cadrete,http://www.cadrete.es,,403
Aragón,Zaragoza,Ayuntamiento de Campillo de Aragón,http://www.lasabina.net/Campillo,,404
Aragón,Zaragoza,Ayuntamiento de Cuarte de Huerva,https://www.cuartedehuerva.es,https://cuartedehuerva.sedelectronica.es,0
Aragón,Zaragoza,Ayuntamiento de Fabara,http://ayuntamiento-fabara.com,https://fabara.sedelectronica.es,403
Aragón,Zaragoza,Ayuntamiento de Leciñena,http://www.lecinena.es,,0
Aragón,Zaragoza,Ayuntamiento de Longares,http://www.longares.com,,403
Aragón,Zaragoza,Ayuntamiento de Luna,http://www.lunavirtual.net/,,0
Aragón,Zaragoza,Ayuntamiento de Malanquilla,http://www.malanquilla.org,,0
Aragón,Zaragoza,Ayuntamiento de Mallén,https://mallen.es,https://mallen.sedelectronica.es,403
Aragón,Zaragoza,Ayuntamiento de Pedrola,http://www.pedrola.net,,403
Aragón,Zaragoza,Ayuntamiento de Pina de Ebro,http://www.pinadeebro.es,,0
Aragón,Zaragoza,Ayuntamiento de Quinto,http://www.quinto.es,,403
Aragón,Zaragoza,Ayuntamiento de Ricla,http://www.ricla.net,,0
Aragón,Zaragoza,Ayuntamiento de Sádaba,http://www.sadaba.es,,0
Aragón,Zaragoza,Ayuntamiento de Sástago,http://www.sastago.com/,,403
Aragón,Zaragoza,Ayuntamiento de Sestrica,http://www.ayto-sestrica.com/,,0
Aragón,Zaragoza,Ayuntamiento de Sigüés,https://ayuntamientodesigues.com,https://sigues.sedelectronica.es,0
Aragón,Zaragoza,Ayuntamiento de Utebo,https://utebo.es,https://utebo.sedelectronica.es,0
Aragón,Zaragoza,Ayuntamiento de Valtorres,http://www.valtorres.com,,403
Aragón,Zaragoza,Ayuntamiento de La Zaida,http://www.lazaida.es,https://lazaida.sedelectronica.es,0
Aragón,Zaragoza,Ayuntamiento de Zuera,http://www.ayunzuera.com,https://zuera.sedelectronica.es,0
Aragón,Zaragoza,Ayuntamiento de Aranda de Moncayo,http://www.aranda.galeon.com,,0
Aragón,Zaragoza,Ayuntamiento de Castejón de Valdejasa,http://www.castejondevaldejasa.es,,0
Aragón,Zaragoza,Ayuntamiento de Mediana de Aragón,http://www.mediana.aragob.es/,,0
Aragón,Zaragoza,Ayuntamiento de Munébrega,http://www.munebrega.org,,0
Aragón,Zaragoza,Ayuntamiento de Romanos,http://www.romanos.es,,0
Aragón,Zaragoza,Ayuntamiento de Salillas de Jalón,http://www.valdejalon.es/salillas-de-jalon,,0
Aragón,Zaragoza,Ayuntamiento de Valpalmas,http://www.valpalmas.org/,,0
Principado de Asturias,Asturias,Ayuntamiento de Cangas de Onis ,https://www.cangasdeonis.com,https://sedecangasdeonis.i-cast.es,0
Principado de Asturias,Asturias,Ayuntamiento de Coaña,https://www.ayuntamientodecoana.com,https://www.sedeelectronica.ayuntamientodecoana.com/action/main?method=enter,0
Principado de Asturias,Asturias,Ayuntamiento de Gozón,http://www.ayto-gozon.com,https://sedegozon.i-cast.es/action/main;jsessionid=EAB886E9892A8767075DEE0AFA3E9455?method=enter,0
Principado de Asturias,Asturias,Ayuntamiento de Langreo,https://www.langreo.as,https://sede.langreo.as,403
Principado de Asturias,Asturias,Ayuntamiento de Oviedo,https://www.oviedo.es,https://sede.oviedo.es,403
Islas Baleares,Islas Baleares,Ayuntamiento de Alaró,https://ajalaro.net/ca,https://ajalaro.sedelectronica.es,403
Islas Baleares,Islas Baleares,Ayuntamiento de Banyalbufar,https://ajbanyalbufar.net/ca,https://banyalbufar.sedelectronica.es,403
Islas Baleares,Islas Baleares,Ayuntamiento de Binissalem,https://www.ajbinissalem.net,https://ajbinissalem.sedelectronica.es,0
Islas Baleares,Islas Baleares,Ayuntamiento de Calvià,http://www.calvia.com,http://www.calvia.com/responsive/general.plt?KPAGINA=3137&KIDIOMA=1,0
Islas Baleares,Islas Baleares,Ayuntamiento de Campos,https://www.ajcampos.org/web/intranet/inici,https://ajcampos.sedelectronica.es,0
Islas Baleares,Islas Baleares,Ayuntamiento de Felanitx,http://www.felanitx.cat,,0
Islas Baleares,Islas Baleares,Ayuntamiento de Manacor,https://www.manacor.org/ca,https://manacor.eadministracio.cat,403
Islas Baleares,Islas Baleares,Ayuntamiento de Marratxí,https://ajuntament.marratxi.es,https://seuelectronica.marratxi.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS_HOME&lang=CA,500
Islas Baleares,Islas Baleares,Ayuntamiento de Puigpunyent,http://www.ajpigpunyent.net,,0
Islas Baleares,Islas Baleares,Ayuntamiento de Sant Antoni de Portmany,http://www.santantoni.net,,403
Islas Baleares,Islas Baleares,Ayuntamiento de Sant Joan,http://www.ajsantjoan.net,,403
Islas Baleares,Islas Baleares,Ayuntamiento de Sant Josep de Sa Talaia,http://www.santjosep.org,,0
Islas Baleares,Islas Baleares,Ayuntamiento de Santa Eulària des Riu,https://www.santaeulalia.net/index.php/ca/,,406
Islas Baleares,Islas Baleares,Ayuntamiento de Ses Salines,https://ajsessalines.net/ca,https://seu.ajsessalines.net/,403
Islas Baleares,Islas Baleares,Ayuntamiento de Sineu,http://www.ajsineu.net,,403
Islas Baleares,Islas Baleares,Ayuntamiento de Esporles,http://www.ajesporles.net,,0
Canarias,Las Palmas,Ayuntamiento de Agaete,https://www.aytoagaete.es,https://agaete.sedelectronica.es,0
Canarias,Las Palmas,Ayuntamiento de Antigua,http://www.ayto-antigua.es,https://antigua.sedelectronica.es,0
Canarias,Las Palmas,Ayuntamiento de Mogán,https://www.mogan.es,https://oat.mogan.es:8448/ventanilla/web/inicioWebc.do?opcion=noreg,0
Canarias,Las Palmas,Ayuntamiento de Pájara,https://www.pajara.es,https://sede.pajara.es/PortalCiudadano/menus/wfrBienvenida.aspx?param=MzUmMDE1,0
Canarias,Las Palmas,Ayuntamiento de Telde,http://www.telde.es/opencms/opencms,https://telde.sedelectronica.es,404
Canarias,Las Palmas,Ayuntamiento de Valleseco,http://www.valleseco.es/valleseco/,https://valleseco.sedelectronica.es/info.0,404
Canarias,Las Palmas,Ayuntamiento de Valsequillo de Gran Canaria,https://www.valsequillogc.es/ayto3/inicio/,https://valsequillodegrancanaria.sedelectronica.es/info.4,0
Canarias,Las Palmas,Ayuntamiento de Betancuria,https://www.aytobetancuria.org,https://betancuria.sedelectronica.es,403
Canarias,Las Palmas,Ayuntamiento de Arrecife,https://www.arrecife.es,https://arrecife.sedelectronica.es,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Agulo,http://agulo.es,https://eadmin.agulo.org,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Arico,http://www.ayuntamientodearico.com,https://ayuntamientodearico.sedelectronica.es,0
